_id,translate,type,word
62642d17fc65febd7527ee98,гортанный,nomen adjectivum,laryngealis
62642d17fc65febd7527ee99,гортанный,nomen adjectivum,laryngeus
62642d17fc65febd7527ee9a,гортанноглоточный,nomen adjectivum,laryngopharyngeus
62642d17fc65febd7527ee9b,гортань,verbum,larynx
62642d17fc65febd7527ee9c,латеральный,nomen adjectivum,lateralis
62642d17fc65febd7527ee9d,окологлоточный,nomen adjectivum,lateropharyngeus
62642d17fc65febd7527ee9e,широчайший,nomen adjectivum,latissimus
62642d17fc65febd7527ee9f,широкий,nomen adjectivum,latus
62642d17fc65febd7527eea0,петля,nomen substantivum,lemniscus
62642d17fc65febd7527eea1,хрусталик,nomen substantivum,lens
62642d17fc65febd7527eea2,чечевицеобразный,nomen adjectivum,lenticularis
62642d17fc65febd7527eea3,чечевицемедуллярный,nomen adjectivum,lenticulomedullaris
62642d18fc65febd7527eea4,чечевицевидный,nomen adjectivum,lentiformis
62642d18fc65febd7527eea5,мышца,nomen substantivum,levator
62642d18fc65febd7527eea6,небо,nomen substantivum,levatorius
62642d18fc65febd7527eea7,свободный,nomen adjectivum,liber
62642d18fc65febd7527eea8,селезенка,nomen substantivum,lien
62642d18fc65febd7527eea9,селезеночный,nomen adjectivum,lienalis
62642d18fc65febd7527eeaa,селезеночнопочечный,nomen adjectivum,lienorenalis
62642d18fc65febd7527eeab,связка,nomen substantivum,ligamentum
62642d18fc65febd7527eeac,край,verbum,limbus
62642d18fc65febd7527eead,порог,nomen adjectivum,limen
62642d18fc65febd7527eeae,пограничный,nomen adjectivum,limitans
62642d18fc65febd7527eeaf,линия,nomen substantivum,linea
62642d18fc65febd7527eeb0,язык,nomen substantivum,lingua
62642d18fc65febd7527eeb1,язычный,nomen adjectivum,lingulis
62642d18fc65febd7527eeb2,язычок,nomen substantivum,lingula
62642d19fc65febd7527eeb3,язычковый,nomen adjectivum,lingularis
62642d19fc65febd7527eeb4,язычнолицевой,nomen adjectivum,linguofacialis
62642d19fc65febd7527eeb5,доброкачественная,nomen adjectivum,lipoma
62642d19fc65febd7527eeb6,жидкость,nomen substantivum,liquor
62642d19fc65febd7527eeb7,долевой,nomen adjectivum,lobaris
62642d19fc65febd7527eeb8,долька,nomen substantivum,lobulus
62642d19fc65febd7527eeb9,доля,participium,lobus
62642d19fc65febd7527eeba,место,nomen adjectivum,locus
62642d19fc65febd7527eebb,длиннейший,nomen adjectivum,longissimus
62642d19fc65febd7527eebc,продольный,nomen adjectivum,longitudinalis
62642d19fc65febd7527eebd,длинный,nomen adjectivum,longus
62642d19fc65febd7527eebe,поясничный,nomen adjectivum,lumbalis
62642d19fc65febd7527eebf,поясничный,nomen adjectivum,lumbaris
62642d19fc65febd7527eec0,поясница,nomen substantivum,lumbi
62642d19fc65febd7527eec1,поясничнореберный,nomen adjectivum,lumbocostalis
62642d1afc65febd7527eec2,поясничнокрестцовый,nomen adjectivum,lumbosacralis
62642d1afc65febd7527eec3,червеобразный,nomen adjectivum,lumbricalis
62642d1afc65febd7527eec4,полулунный,nomen adjectivum,lunatus
62642d1afc65febd7527eec5,луночка,nomen substantivum,lunula
62642d1afc65febd7527eec6,желтый,nomen adjectivum,luteus
62642d1afc65febd7527eec7,лимфа,nomen substantivum,lympha
62642d1afc65febd7527eec8,лимфатический,nomen adjectivum,lymphaticus
62642d1afc65febd7527eec9,лимфокапиллярный,nomen adjectivum,lymphocapillaris
62642d1afc65febd7527eeca,узел,verbum,lymphonodulus
62642d1afc65febd7527eecb,узел,verbum,lyumphonodus
62642d1afc65febd7527eecc,пятно,nomen adjectivum,macula
62642d1afc65febd7527eecd,пятну,verbum,macularis
62642d1afc65febd7527eece,крупноклеточный,nomen adjectivum,magnocellularis
62642d1afc65febd7527eecf,большой,nomen adjectivum,magnus
62642d1afc65febd7527eed0,большой,nomen adjectivum,major
62642d1afc65febd7527eed1,маларный,nomen adjectivum,malaris
62642d1bfc65febd7527eed2,молоточковый,nomen adjectivum,mallearis
62642d1bfc65febd7527eed3,лодыжковый,nomen adjectivum,malleolaris
62642d1bfc65febd7527eed4,лодыжка,nomen substantivum,malleolus
62642d1bfc65febd7527eed5,молоточек,nomen substantivum,malleus
62642d1bfc65febd7527eed6,сосцевидный,nomen adjectivum,mamillaris
62642d1bfc65febd7527eed7,сосцевиднопокрышечный,nomen adjectivum,mamillotegmentalis
62642d1bfc65febd7527eed8,сосцевидноталамический,nomen adjectivum,mamillothalamicus
62642d1bfc65febd7527eed9,железа,nomen substantivum,mamma
62642d1bfc65febd7527eeda,железе,nomen substantivum,mammarius
62642d1bfc65febd7527eedb,челюсть,nomen substantivum,mandibula
62642d1bfc65febd7527eedc,нижнечелюстной,nomen adjectivum,mandibularis
62642d1bfc65febd7527eedd,грудины,nomen substantivum,manubriosternalis
62642d1bfc65febd7527eede,рукоятка,nomen substantivum,manubrium
62642d1bfc65febd7527eedf,кисть,nomen substantivum,manus
62642d1bfc65febd7527eee0,краевой,nomen substantivum,marginalis
62642d1cfc65febd7527eee1,край,verbum,margo
62642d1cfc65febd7527eee2,мужской,nomen adjectivum,masculinus
62642d1cfc65febd7527eee3,масса,nomen substantivum,massa
62642d1cfc65febd7527eee4,мышца,nomen substantivum,masseter
62642d1cfc65febd7527eee5,жевательный,nomen adjectivum,massetericus
62642d1cfc65febd7527eee6,мышца,nomen substantivum,masticator
62642d1cfc65febd7527eee7,сосцевидный,nomen adjectivum,mastoideus
62642d1cfc65febd7527eee8,оболочка,nomen substantivum,mater
62642d1cfc65febd7527eee9,ложе,nomen substantivum,matrix
62642d1cfc65febd7527eeea,челюсть,nomen substantivum,maxilla
62642d1cfc65febd7527eeeb,верхнечелюстной,nomen adjectivum,maxillaris
62642d1cfc65febd7527eeec,большой,nomen adjectivum,maximus
62642d1cfc65febd7527eeed,ход,nomen substantivum,meatus
62642d1cfc65febd7527eeee,медиальный,nomen adjectivum,medialis
62642d1cfc65febd7527eeef,срединный,nomen adjectivum,medianus
62642d1cfc65febd7527eef0,медиастинальный,nomen adjectivum,mediastinalis
62642d1dfc65febd7527eef1,средостение,nomen substantivum,mediastinum
62642d1dfc65febd7527eef2,среднеподмышечный,nomen adjectivum,medioaxillaris
62642d1dfc65febd7527eef3,среднезапястный,nomen adjectivum,mediocarpeus
62642d1dfc65febd7527eef4,среднеключичный,nomen adjectivum,medioclavicularis
62642d1dfc65febd7527eef5,средний,nomen adjectivum,medius
62642d1dfc65febd7527eef6,вещество,nomen substantivum,medulla
62642d1dfc65febd7527eef7,костномозговой,nomen adjectivum,medullaris
62642d1dfc65febd7527eef8,перепонка,nomen substantivum,membrana
62642d1dfc65febd7527eef9,перепончатый,nomen adjectivum,membranaceus
62642d1dfc65febd7527eefa,конечность,nomen substantivum,membrum
62642d1dfc65febd7527eefb,оболочке,nomen substantivum,meningealis
62642d1dfc65febd7527eefc,оболочке,nomen substantivum,meningeus
62642d1dfc65febd7527eefd,оболочка,nomen substantivum,menins
62642d1dfc65febd7527eefe,менискобедренный,nomen adjectivum,meniscofemoralis
62642d1dfc65febd7527eeff,мениск,nomen substantivum,meniscus
62642d1efc65febd7527ef00,подбородочный,nomen adjectivum,mentalis
62642d1efc65febd7527ef01,подбородок,nomen substantivum,mentum
62642d1efc65febd7527ef02,меридиан,nomen substantivum,meridianus
62642d1efc65febd7527ef03,меридиональный,nomen adjectivum,meridionalis
62642d1efc65febd7527ef04,среднемозговой,nomen adjectivum,mesencephalicus
62642d1efc65febd7527ef05,мозг,nomen substantivum,mesencephalon
62642d1efc65febd7527ef06,брыжеечный,nomen adjectivum,mesentericus
62642d1efc65febd7527ef07,кишки,nomen substantivum,mesenterium
62642d1efc65febd7527ef08,медиальный,nomen adjectivum,mesialis
62642d1efc65febd7527ef09,отростка,nomen substantivum,mesoappendix
62642d1efc65febd7527ef0a,брыжеечный,nomen adjectivum,mesocolicus
62642d1ffc65febd7527ef0b,кишки,nomen substantivum,mesocolon
62642d1ffc65febd7527ef0c,чревье,nomen substantivum,mesogastrium
62642d1ffc65febd7527ef0d,матки,nomen substantivum,mesometrium
62642d1ffc65febd7527ef0e,трубы,nomen substantivum,mesosalpinx
62642d1ffc65febd7527ef0f,мезотендиний,nomen substantivum,mesotendineum
62642d1ffc65febd7527ef10,яичника,nomen substantivum,mesovaricus
62642d1ffc65febd7527ef11,яичника,nomen substantivum,mesovarium
62642d1ffc65febd7527ef12,пястный,nomen adjectivum,metacarpalis
62642d1ffc65febd7527ef13,пястный,nomen adjectivum,metacarpeus
62642d1ffc65febd7527ef14,пястнофаланговый,nomen adjectivum,metacarpophalangeus
62642d1ffc65febd7527ef15,пясть,nomen substantivum,metacarpus
62642d1ffc65febd7527ef16,метафиз,nomen substantivum,metaphysis
62642d20fc65febd7527ef17,плюсневой,nomen adjectivum,metatarsalis
62642d20fc65febd7527ef18,плюсневой,nomen adjectivum,metatarseus
62642d20fc65febd7527ef19,плюстнефаланговый,nomen adjectivum,metatarsophalangeus
62642d20fc65febd7527ef1a,плюстна,nomen adjectivum,metatarsus
62642d20fc65febd7527ef1b,метаталамус,nomen substantivum,metathalamus
62642d20fc65febd7527ef1c,мозг,nomen substantivum,metencephalon
62642d20fc65febd7527ef1d,метопический,nomen adjectivum,metopicus
62642d20fc65febd7527ef1e,матка,nomen substantivum,metra
62642d20fc65febd7527ef1f,малый,nomen adjectivum,minimus
62642d20fc65febd7527ef20,малый,nomen adjectivum,minor
62642d20fc65febd7527ef21,чудесный,nomen adjectivum,mirabilis
62642d20fc65febd7527ef22,митральный,nomen adjectivum,mitralis
62642d20fc65febd7527ef23,смешанный,participium,mixtus
62642d20fc65febd7527ef24,подвижный,nomen adjectivum,mobilis
62642d21fc65febd7527ef25,стержень,nomen substantivum,modiolus
62642d21fc65febd7527ef26,молярный,nomen adjectivum,molaris
62642d21fc65febd7527ef27,молекулярный,nomen adjectivum,molecucularis
62642d21fc65febd7527ef28,мягкий,nomen adjectivum,mollis
62642d21fc65febd7527ef29,возвышение,nomen substantivum,mons
62642d21fc65febd7527ef2a,моторный,nomen adjectivum,motorius
62642d21fc65febd7527ef2b,оболочка,nomen substantivum,mucosa
62642d21fc65febd7527ef2c,слизистый,nomen adjectivum,mucosus
62642d21fc65febd7527ef2d,многораздельный,nomen adjectivum,multifidus
62642d21fc65febd7527ef2e,мультиформный,nomen adjectivum,multiformis
62642d21fc65febd7527ef2f,многоперистый,nomen adjectivum,multipennatus
62642d21fc65febd7527ef30,мышечный,nomen adjectivum,muscularis
62642d21fc65febd7527ef31,мышечнокожный,nomen adjectivum,musculocutaneus
62642d21fc65febd7527ef32,мышечнодиафрагмальный,nomen adjectivum,musculophrenicus
62642d21fc65febd7527ef33,мышечнотрубный,nomen adjectivum,musculotubarius
62642d22fc65febd7527ef34,мышца,nomen substantivum,musculus
62642d22fc65febd7527ef35,мозг,nomen substantivum,myelencephalon
62642d22fc65febd7527ef36,мышечнокишечный,nomen adjectivum,myentericus
62642d22fc65febd7527ef37,челюстноподъязычный,nomen adjectivum,mylohyoideus
62642d24fc65febd7527ef38,челюстноглоточный,nomen adjectivum,mylopharyngeus
62642d24fc65febd7527ef39,миокард,nomen substantivum,myocardium
62642d26fc65febd7527ef3a,миология,nomen substantivum,myologia
62642d26fc65febd7527ef3b,миометрий,nomen substantivum,myometrium
62642d26fc65febd7527ef3c,ноздря,participium,naris
62642d26fc65febd7527ef3d,носовой,nomen adjectivum,nasalis
62642d26fc65febd7527ef3e,назион,nomen substantivum,nasion
62642d26fc65febd7527ef3f,носоресничный,nomen adjectivum,nasociliaris
62642d27fc65febd7527ef40,носолобный,nomen adjectivum,nasofrontalis
62642d27fc65febd7527ef41,носогубной,nomen adjectivum,nasolabialis
62642d27fc65febd7527ef42,носослезный,nomen adjectivum,nasolacrimalis
62642d27fc65febd7527ef43,носоверхнечелюстной,nomen adjectivum,nasomaxillaris
62642d27fc65febd7527ef44,носонебный,nomen adjectivum,nasopalatinus
62642d27fc65febd7527ef45,носоглоточный,nomen adjectivum,nasopharyngeus
62642d27fc65febd7527ef46,нос,nomen substantivum,nasus
62642d27fc65febd7527ef47,ладьевидный,nomen adjectivum,navicularis
62642d27fc65febd7527ef48,мозжечка,nomen substantivum,neocerebellum
62642d28fc65febd7527ef49,кора,nomen substantivum,neocortex
62642d28fc65febd7527ef4a,нервный,nomen adjectivum,nervosus
62642d29fc65febd7527ef4b,нерв,participium,nervus
62642d2afc65febd7527ef4c,волокно,nomen substantivum,neurofibra
62642d2afc65febd7527ef4d,нейрогипофиз,nomen substantivum,neurohypophysis
62642d2afc65febd7527ef4e,нейрон,nomen substantivum,neuronum
62642d2afc65febd7527ef4f,черный,nomen adjectivum,niger
62642d2afc65febd7527ef50,узелок,nomen substantivum,nodulus
62642d2afc65febd7527ef51,узел,verbum,nodus
62642d2afc65febd7527ef52,номен,nomen substantivum,nomen
62642d2afc65febd7527ef53,норма,nomen substantivum,norma
62642d2afc65febd7527ef54,затылок,nomen substantivum,nucha
62642d2afc65febd7527ef55,выйный,nomen adjectivum,nuchalis
62642d2afc65febd7527ef56,ядро,nomen substantivum,nucleus
62642d2afc65febd7527ef57,внебрюшный,nomen adjectivum,nudus
62642d2bfc65febd7527ef58,питающий,participium,nutricius
62642d2bfc65febd7527ef59,питающий,participium,nutriens
62642d2bfc65febd7527ef5a,задвижка,nomen substantivum,obex
62642d2bfc65febd7527ef5b,косой,nomen substantivum,obliquus
62642d2bfc65febd7527ef5c,продолговатый,nomen adjectivum,oblongatus
62642d2bfc65febd7527ef5d,продолговатый,nomen adjectivum,oblongus
62642d2bfc65febd7527ef5e,запирательный,nomen adjectivum,obturatorius
62642d2bfc65febd7527ef5f,запирательный,nomen adjectivum,obturatus
62642d2bfc65febd7527ef60,затылочный,nomen adjectivum,occipitalis
62642d2bfc65febd7527ef61,затылочнолобный,nomen adjectivum,occipitofrontalis
62642d2bfc65febd7527ef62,затылочнососцевидный,nomen adjectivum,occipitomastoideus
62642d2bfc65febd7527ef63,затылочновисочный,nomen adjectivum,occipitotemporalis
62642d2bfc65febd7527ef64,затылок,nomen substantivum,occiput
62642d2cfc65febd7527ef65,смыканию,nomen substantivum,occlusalis
62642d2cfc65febd7527ef66,скрытый,participium,occultus
62642d2cfc65febd7527ef67,восьмой,nomen numerale,octavus
62642d2cfc65febd7527ef68,глазодвигательный,nomen adjectivum,oculomotorius
62642d2cfc65febd7527ef69,глаз,nomen substantivum,oculus
62642d2cfc65febd7527ef6a,отросток,nomen substantivum,olecranon
62642d2cfc65febd7527ef6b,обонятельный,nomen adjectivum,olfactorius
62642d2cfc65febd7527ef6c,обоняние,nomen substantivum,olfactus
62642d2cfc65febd7527ef6d,олива,nomen substantivum,oliva
62642d2cfc65febd7527ef6e,оливный,nomen adjectivum,olivaris
62642d2cfc65febd7527ef6f,оливомозжечковый,nomen adjectivum,olivocerebellaris
62642d2cfc65febd7527ef70,оливоулитковый,nomen adjectivum,olivocochlearis
62642d2cfc65febd7527ef71,оливоспиномозговой,nomen adjectivum,olivospinalis
62642d2cfc65febd7527ef72,сальниковый,nomen adjectivum,omentalis
62642d2dfc65febd7527ef73,ссальник,nomen substantivum,omentum
62642d2dfc65febd7527ef74,лопаточноключичный,nomen adjectivum,omoclavicularis
62642d2dfc65febd7527ef75,лопаточноподъязычный,nomen adjectivum,omohyoideus
62642d2dfc65febd7527ef76,лопаточнотрахеаль-ный,nomen adjectivum,omotrachealis
62642d2dfc65febd7527ef77,лопаточнотрапецие-видный,nomen adjectivum,omotrapezoideus
62642d2dfc65febd7527ef78,покрышечный,nomen adjectivum,opercularis
62642d2dfc65febd7527ef79,покрышка,nomen substantivum,operculum
62642d2dfc65febd7527ef7a,глазной,nomen adjectivum,ophthalmicus
62642d2dfc65febd7527ef7b,опистион,nomen substantivum,opisthion
62642d2dfc65febd7527ef7c,противопостовля-ющий,participium,opponens
62642d2dfc65febd7527ef7d,зрительный,nomen adjectivum,opticus
62642d2dfc65febd7527ef7e,край,verbum,ora
62642d2efc65febd7527ef7f,ротовой,nomen adjectivum,oralis
62642d2efc65febd7527ef80,круговой,nomen adjectivum,orbicularis
62642d2efc65febd7527ef81,кружок,nomen substantivum,orbiculus
62642d2efc65febd7527ef82,глазница,nomen substantivum,orbita
62642d2efc65febd7527ef83,глазничный,nomen adjectivum,orbitalis
62642d2efc65febd7527ef84,глазничнолобный,nomen adjectivum,orbitofrontalis
62642d2efc65febd7527ef85,орган,participium,organum
62642d2efc65febd7527ef86,начало,verbum,origo
62642d2efc65febd7527ef87,рот,nomen substantivum,os
62642d2efc65febd7527ef88,кость,nomen substantivum,os
62642d2efc65febd7527ef89,костный,nomen adjectivum,osseus
62642d2efc65febd7527ef8a,косточка,nomen substantivum,ossiculum
62642d2efc65febd7527ef8b,окостенение,nomen substantivum,ossificato
62642d2efc65febd7527ef8c,остеология,nomen substantivum,osteologia
62642d2ffc65febd7527ef8d,отверстие,nomen substantivum,ostium
62642d2ffc65febd7527ef8e,ушной,nomen adjectivum,oticus
62642d2ffc65febd7527ef8f,овальный,nomen adjectivum,ovalis
62642d2ffc65febd7527ef90,яичниковый,nomen adjectivum,ovaricus
62642d2ffc65febd7527ef91,яичник,nomen substantivum,ovarium
62642d2ffc65febd7527ef92,овоидный,nomen adjectivum,ovoidalis
62642d2ffc65febd7527ef93,небный,nomen adjectivum,palatinus
62642d2ffc65febd7527ef94,небнорешетчатый,nomen adjectivum,palatoethmoidalis
62642d2ffc65febd7527ef95,небноязычный,nomen adjectivum,palatoglossus
62642d2ffc65febd7527ef96,небноверхнечелюстной,nomen adjectivum,palatomaxillaris
62642d2ffc65febd7527ef97,небноглоточный,nomen adjectivum,palatopharyngeus
62642d2ffc65febd7527ef98,небновлагалищный,nomen adjectivum,palatovaginalis
62642d2ffc65febd7527ef99,небо,nomen substantivum,palatum
62642d2ffc65febd7527ef9a,мозжечка,nomen substantivum,pal(a)eocerebellum
62642d2ffc65febd7527ef9b,кора,nomen substantivum,paleocortex
62642d30fc65febd7527ef9c,бледный,nomen adjectivum,pallidus
62642d30fc65febd7527ef9d,плащ,participium,pallium
62642d30fc65febd7527ef9e,ладонь,verbum,palma
62642d30fc65febd7527ef9f,ладонный,nomen adjectivum,palmaris
62642d30fc65febd7527efa0,пальмовидный,nomen adjectivum,palmatus
62642d30fc65febd7527efa1,веко,nomen substantivum,palpebra
62642d30fc65febd7527efa2,вековой,nomen adjectivum,palpebralis
62642d30fc65febd7527efa3,веконосовой,nomen substantivum,palpebronasalis
62642d30fc65febd7527efa4,лозовидный,nomen adjectivum,pampiniformis
62642d30fc65febd7527efa5,железа,nomen substantivum,pancreas
62642d30fc65febd7527efa6,панкреатодуоденальный,nomen adjectivum,pancreaticoduodenalis
62642d30fc65febd7527efa7,поджелуд.железе,nomen substantivum,pancreaticus
62642d30fc65febd7527efa8,панкреатодуоденальный,nomen adjectivum,pancreatoduodenalis
62642d30fc65febd7527efa9,отложения,nomen substantivum,panniculis
62642d31fc65febd7527efaa,сосок,nomen substantivum,papilla
62642d31fc65febd7527efab,сосочковый,nomen adjectivum,papillaris
62642d31fc65febd7527efac,парааортальный,nomen adjectivum,paraaorticus
62642d31fc65febd7527efad,парацентральный,nomen adjectivum,paracentralis
62642d31fc65febd7527efae,парацервикс,nomen substantivum,paracervix
62642d31fc65febd7527efaf,околоободочнокишечный,nomen adjectivum,paracolicus
62642d31fc65febd7527efb0,яичка,nomen substantivum,paradidymis
62642d31fc65febd7527efb1,парадуоденальный,nomen adjectivum,paraduodenalis
62642d31fc65febd7527efb2,парафасцикулярный,nomen adjectivum,parafascicularis
62642d31fc65febd7527efb3,околоклочок,nomen substantivum,paraflocculus
62642d31fc65febd7527efb4,парагиппокампальный,nomen adjectivum,parahippocampalis
62642d31fc65febd7527efb5,парамаммарный,nomen adjectivum,paramammarius
62642d31fc65febd7527efb6,околососцевидный,nomen adjectivum,paramastoideus
62642d31fc65febd7527efb7,парамедианный,nomen adjectivum,paramedianus
62642d31fc65febd7527efb8,параметрий,nomen substantivum,parametrium
62642d32fc65febd7527efb9,околоносовой,nomen substantivum,paranasalis
62642d32fc65febd7527efba,параректальный,nomen adjectivum,pararectalis
62642d32fc65febd7527efbb,околопочечный,nomen adjectivum,pararenalis
62642d32fc65febd7527efbc,околоодиночный,nomen adjectivum,parasolitarius
62642d32fc65febd7527efbd,парастернальный,nomen adjectivum,parasternalis
62642d32fc65febd7527efbe,парасимпатический,nomen adjectivum,parasympatheticus
62642d32fc65febd7527efbf,парасимпатический,nomen adjectivum,parasympathicus
62642d32fc65febd7527efc0,паратерминальный,nomen adjectivum,paraterminalis
62642d32fc65febd7527efc1,паращитовидный,nomen adjectivum,parathyroideus
62642d32fc65febd7527efc2,паратрахеальный,nomen adjectivum,paratrachealis
62642d32fc65febd7527efc3,околопупочный,nomen adjectivum,paraumbilicalis
62642d32fc65febd7527efc4,парауретральный,nomen adjectivum,paraurethralis
62642d33fc65febd7527efc5,околоматочный,nomen adjectivum,parauterinus
62642d33fc65febd7527efc6,околовлагалищный,nomen adjectivum,paravaginalis
62642d33fc65febd7527efc7,паравентикулярный,nomen adjectivum,paraventricularis
62642d33fc65febd7527efc8,паравентикулярно­гипофизарный,nomen adjectivum,paraventriculo­hypophysiali
62642d33fc65febd7527efc9,околопозвоночный,nomen adjectivum,paravertebralis
62642d33fc65febd7527efca,околопузырный,nomen adjectivum,paravesicalis
62642d33fc65febd7527efcb,околомочепузырный,nomen adjectivum,paravesicularis
62642d33fc65febd7527efcc,паренхима,nomen substantivum,parenchyma
62642d33fc65febd7527efcd,стенка,nomen substantivum,paries
62642d34fc65febd7527efce,пристеночный,nomen adjectivum,parietalis
62642d34fc65febd7527efcf,теменнососцевидный,nomen adjectivum,parietomastoideus
62642d34fc65febd7527efd0,теменнозатылочный,nomen adjectivum,parietooccipitalis
62642d34fc65febd7527efd1,теменнозатылочномостовой,nomen adjectivum,parietooccipitopontinus
62642d34fc65febd7527efd2,теменновисочномостовой,nomen adjectivum,parietotemporopontinus
62642d34fc65febd7527efd3,околояичник,nomen substantivum,paroophoron
62642d34fc65febd7527efd4,околоушножевательный,nomen adjectivum,parotideomassetericus
62642d34fc65febd7527efd5,железе,nomen substantivum,parotideus
62642d34fc65febd7527efd6,железа,nomen substantivum,parotis
62642d34fc65febd7527efd7,часть,nomen substantivum,pars
62642d34fc65febd7527efd8,мелкоклеточный,nomen adjectivum,parvocellularis
62642d34fc65febd7527efd9,малый,nomen adjectivum,parvus
62642d34fc65febd7527efda,надколенник,nomen substantivum,patella
62642d35fc65febd7527efdb,надколенниковый,nomen adjectivum,patellaris
62642d35fc65febd7527efdc,гребень,nomen substantivum,pecten
62642d35fc65febd7527efdd,зубчатый,nomen adjectivum,pectinatus
62642d35fc65febd7527efde,гребенчатый,nomen adjectivum,pectinealis
62642d35fc65febd7527efdf,гребенчатый,nomen adjectivum,pectineus
62642d35fc65febd7527efe0,грудной,nomen adjectivum,pectoralis
62642d35fc65febd7527efe1,гpудь,verbum,pectus
62642d35fc65febd7527efe2,ножка,nomen substantivum,pediculus
62642d35fc65febd7527efe3,ножковый,nomen adjectivum,peduncularis
62642d35fc65febd7527efe4,ножка,nomen substantivum,pedunculus
62642d35fc65febd7527efe5,прозрачный,nomen adjectivum,pellucidus
62642d35fc65febd7527efe6,тазовый,nomen adjectivum,pelvicus
62642d35fc65febd7527efe7,тазовый,nomen adjectivum,pelvinus
62642d35fc65febd7527efe8,лоханка,nomen substantivum,pelvis
62642d36fc65febd7527efe9,кисточка,nomen substantivum,penicillus
62642d36fc65febd7527efea,члeн,nomen adjectivum,penis
62642d36fc65febd7527efeb,прободающий,participium,perforans
62642d36fc65febd7527efec,продырявленный,participium,perforatus
62642d36fc65febd7527efed,приартериальный,nomen adjectivum,periarterialis
62642d36fc65febd7527efee,перикаллозный,nomen adjectivum,pericallosus
62642d36fc65febd7527efef,перикардодиафрагмальный,nomen adjectivum,pericardiacophrenicus
62642d36fc65febd7527eff0,перикардиальный,nomen adjectivum,pericardiacus
62642d36fc65febd7527eff1,перикардиальный,nomen adjectivum,pericardialis
62642d36fc65febd7527eff2,перикард,nomen substantivum,pericardium
62642d36fc65febd7527eff3,надхрящница,nomen substantivum,perichondrium
62642d36fc65febd7527eff4,околдососудистый,nomen adjectivum,perichoroidealis
62642d36fc65febd7527eff5,черепа,nomen substantivum,pericranium
62642d36fc65febd7527eff6,перилимфа,nomen substantivum,perilympha
62642d36fc65febd7527eff7,перилимфатический,nomen adjectivum,perilymphaticus
62642d36fc65febd7527eff8,периметрий,nomen substantivum,perimetrium
62642d37fc65febd7527eff9,перимизий,nomen substantivum,perimysium
62642d37fc65febd7527effa,промежностный,nomen adjectivum,perinealis
62642d37fc65febd7527effb,промежность,nomen substantivum,perineum
62642d37fc65febd7527effc,периневрий,nomen substantivum,perineurium
62642d37fc65febd7527effd,периодонт,nomen substantivum,periodontium
62642d37fc65febd7527effe,перионтхий,nomen substantivum,perionyx
62642d37fc65febd7527efff,глаз-цы,nomen substantivum,periorbita
62642d37fc65febd7527f000,периост,nomen substantivum,periosteum
62642d37fc65febd7527f001,окологлоточный,nomen adjectivum,peripharyngeus
62642d37fc65febd7527f002,периферический,nomen adjectivum,peripheralis
62642d37fc65febd7527f003,периферический,nomen adjectivum,periphericus
62642d37fc65febd7527f004,перитендиний,nomen substantivum,peritendineum
62642d37fc65febd7527f005,брюшиннопромежностный,nomen adjectivum,peritoneoperinealis
62642d37fc65febd7527f006,брюшина,nomen substantivum,peritoneum
62642d38fc65febd7527f007,околососудистый,nomen adjectivum,perivascularis
62642d38fc65febd7527f008,перивентрикулярный,nomen adjectivum,periventricularis
62642d38fc65febd7527f009,постоянный,nomen adjectivum,permanens
62642d38fc65febd7527f00a,малоберцовый,nomen adjectivum,peronealis
62642d38fc65febd7527f00b,малоберцовый,nomen adjectivum,peroneus
62642d38fc65febd7527f00c,перпендикулярный,nomen adjectivum,perpendicularis
62642d38fc65febd7527f00d,ножка,nomen substantivum,pes
62642d38fc65febd7527f00e,стебелек,nomen substantivum,petiolus
62642d38fc65febd7527f00f,каменистозатылочный,nomen adjectivum,petrooccipitalis
62642d38fc65febd7527f010,каменисточешуйчатый,nomen adjectivum,petrosquamosus
62642d38fc65febd7527f011,каменистый,nomen adjectivum,petrosus
62642d38fc65febd7527f012,каменистобарабанный,nomen adjectivum,petrotympanicus
62642d38fc65febd7527f013,фаланга,nomen substantivum,phalanx
62642d39fc65febd7527f014,глоточный,nomen adjectivum,pharyngealis
62642d39fc65febd7527f015,глоточный,nomen adjectivum,pharyngeus
62642d39fc65febd7527f016,глоточнобазилярный,nomen adjectivum,pharyngobasilaris
62642d39fc65febd7527f017,глотка,nomen adjectivum,pharynx
62642d39fc65febd7527f018,желобок,nomen substantivum,philtrum
62642d39fc65febd7527f019,диафрагмальнобрюшной,nomen adjectivum,phrenicoabdominalis
62642d39fc65febd7527f01a,диафрагмомедиастинальный,nomen adjectivum,phrenicomediastinalis
62642d39fc65febd7527f01b,диафрагмоплевральный,nomen adjectivum,phrenicopleuralis
62642d39fc65febd7527f01c,диафрагмальноселезенчатый,nomen adjectivum,phrenicosplenicus
62642d39fc65febd7527f01d,диафрагмальный,nomen adjectivum,phrenicus
62642d39fc65febd7527f01e,пигментный,nomen adjectivum,pigmentosus
62642d39fc65febd7527f01f,пигмент,nomen substantivum,pigmentum
62642d39fc65febd7527f020,волос,nomen substantivum,pilus
62642d3afc65febd7527f021,шишковидный,nomen adjectivum,pinealis
62642d3afc65febd7527f022,грушевидный,nomen adjectivum,piriformis
62642d3afc65febd7527f023,гороховидный,nomen adjectivum,pisiformis
62642d3afc65febd7527f024,гороховиднокрючковый,nomen adjectivum,pisohamatus
